Fecha,Nombre,Valor Unitario,Unidades,Total
2024-11-15 22:45:23.037880,Blanco Paez En Yogurt 16 Oz,4678.0,1,8538.0
2024-11-15 22:45:23.037880,Tropical 12 Oz,9331.0,3,34243.0
2024-11-15 22:45:23.037880,Tradicional Agua Mango 12 Oz,12555.0,1,22810.0
2024-11-16 22:45:23.037880,Paleta Mascota Cabano,3189.0,4,15244.0
2024-11-16 22:45:23.037880,Paez 22 Oz,9736.0,2,21143.0
2024-11-16 22:45:23.037880,Avena 16 Oz,12721.0,2,27180.0
2024-11-16 22:45:23.037880,Katio En Helado 22 Oz,5790.0,11,65362.0
2024-11-16 22:45:23.037880,Pastel De Carne,9235.0,4,38264.0
2024-11-16 22:45:23.037880,Frutos Rojos Yogurt 16 Oz,14534.0,2,34560.0
2024-11-16 22:45:23.037880,Soda Acaí 22 Oz,14653.0,2,29908.0
2024-11-16 22:45:23.037880,Palitos De Queso,11226.0,2,27655.0
2024-11-16 22:45:23.037880,Parfait Dorado 16 Oz,11996.0,2,28358.0
2024-11-16 22:45:23.037880,Parfait Yagua 16 Oz,9184.0,4,38545.0
2024-11-16 22:45:23.037880,Embera 16 Oz,6157.0,6,37108.0
2024-11-16 22:45:23.037880,Milo Caliente 9oz,4622.0,4,22039.0
2024-11-16 22:45:23.037880,Blanco Paez En Helado 22 Oz,7636.0,4,35641.0
2024-11-16 22:45:23.037880,Parfait Bora 16 Oz,10035.0,2,23522.0
2024-11-16 22:45:23.037880,Malteada Fresa+ Limón 16 Oz,4585.0,4,21673.0
2024-11-16 22:45:23.037880,Copoazu 12 Oz,13867.0,2,28300.0
2024-11-16 22:45:23.037880,Corozo 12 Oz,5433.0,8,47210.0
2024-11-16 22:45:23.037880,Cafe Frio 12 Oz,14252.0,2,29360.0
2024-11-16 22:45:23.037880,Inmune 12 Oz,9278.0,2,22324.0
2024-11-16 22:45:23.037880,Limonada De Coco 12 Oz,9075.0,6,62484.0
2024-11-16 22:45:23.037880,Vitaminas 16 Oz,6840.0,6,44317.0
2024-11-16 22:45:23.037880,Tradicional Agua Mora 22 Oz,8734.0,2,17782.0
2024-11-16 22:45:23.037880,Soda Arazá 16 Oz,10555.0,2,22698.0
2024-11-16 22:45:23.037880,Acerola 22 Oz,5558.0,2,11989.0
2024-11-16 22:45:23.037880,Tradicional Agua Maracuya 22 Oz,7859.0,2,18424.0
2024-11-16 22:45:23.037880,Tradicional Leche Mango 22 Oz,14363.0,2,33060.0
2024-11-16 22:45:23.037880,Colageno 16 Oz,11344.0,2,27422.0
2024-11-16 22:45:23.037880,Terere 16 Oz,4184.0,4,18620.0
2024-11-16 22:45:23.037880,Tradicional Agua Mango 16 Oz,13173.0,2,27161.0
2024-11-17 22:45:23.037880,Tradicional Agua Mango 22 Oz,8450.0,2,17510.0
2024-11-17 22:45:23.037880,Verde 16 Oz,10869.0,4,45366.0
2024-11-17 22:45:23.037880,Waffles,9019.0,6,54799.0
2024-11-17 22:45:23.037880,Pastel De Pollo,12555.0,2,26242.0
2024-11-17 22:45:23.037880,Aromatica Frutos Rojos 9 Oz,12062.0,2,24179.0
2024-11-17 22:45:23.037880,Avena 12 Oz,4663.0,2,9390.0
2024-11-17 22:45:23.037880,Nukak 22 Oz,8675.0,1,17213.0
2024-11-17 22:45:23.037880,Corozo 16 Oz,8311.0,5,46375.0
2024-11-17 22:45:23.037880,Parfait Nativo 22 Oz,5454.0,3,20567.0
2024-11-17 22:45:23.037880,Kamsa 22 Oz,5747.0,1,10700.0
2024-11-17 22:45:23.037880,Inmune 16 Oz,11392.0,2,23336.0
2024-11-17 22:45:23.037880,Araza 22 Oz,14096.0,1,27475.0
2024-11-17 22:45:23.037880,Tropical 22 Oz,11684.0,2,23474.0
2024-11-17 22:45:23.037880,Paez 12 Oz,8258.0,6,52825.0
2024-11-17 22:45:23.037880,Tradicional Leche Mora 22 Oz,4685.0,1,9038.0
2024-11-17 22:45:23.037880,Sobre Hierva Buena,6556.0,7,51892.0
2024-11-17 22:45:23.037880,Copo De Avena 12 Oz,8592.0,4,35834.0
2024-11-17 22:45:23.037880,Chicharrones Queso,13233.0,1,25444.0
2024-11-17 22:45:23.037880,Embera 16 Oz,6157.0,3,23099.0
2024-11-17 22:45:23.037880,Kubeo Yogurt 16 Oz,8276.0,5,48205.0
2024-11-17 22:45:23.037880,Cafe Frio 12 Oz,14252.0,3,54212.0
2024-11-17 22:45:23.037880,Fitness 16 Oz,4998.0,6,32074.0
2024-11-17 22:45:23.037880,Parfait Yagua 16 Oz,9184.0,2,19301.0
2024-11-17 22:45:23.037880,Blanco Paez En Helado 16 Oz,10574.0,6,64956.0
2024-11-17 22:45:23.037880,Milo Caliente 9oz,4622.0,2,9804.0
2024-11-17 22:45:23.037880,Cafe con leche 9onz,8892.0,2,18676.0
2024-11-17 22:45:23.037880,Copo De Acaí 12 Oz,8056.0,7,61538.0
2024-11-17 22:45:23.037880,Parfait Yagua 12 Oz,13470.0,2,28660.0
2024-11-17 22:45:23.037880,Frutos Rojos Yogurt 16 Oz,14534.0,2,29338.0
2024-11-17 22:45:23.037880,Nukak 16 Oz,9873.0,2,20748.0
2024-11-17 22:45:23.037880,Tribu 22 Oz,10916.0,2,23237.0
2024-11-18 22:45:23.037880,Tradicional Leche Mora 22 Oz,4685.0,4,22382.0
2024-11-18 22:45:23.037880,Tradicional Leche Maracuya 22 Oz,12789.0,1,19956.0
2024-11-18 22:45:23.037880,Parfait Dorado 16 Oz,11996.0,1,18937.0
2024-11-18 22:45:23.037880,Aromatica Frutos Rojos 9 Oz,12062.0,1,19412.0
2024-11-18 22:45:23.037880,Avena 12 Oz,4663.0,1,7787.0
2024-11-18 22:45:23.037880,Guarana 22 Oz,8575.0,3,28748.0
2024-11-18 22:45:23.037880,Lulada 16 Oz,11154.0,1,17227.0
2024-11-18 22:45:23.037880,Parfait Bora 12 Oz,10721.0,3,34786.0
2024-11-18 22:45:23.037880,Copo De Durazno 12 Oz,13429.0,1,21592.0
2024-11-18 22:45:23.037880,Tinto 9 Oz,12467.0,1,19669.0
2024-11-18 22:45:23.037880,Lulada 22 Oz,12762.0,1,19933.0
2024-11-18 22:45:23.037880,Blanco Paez En Helado 22 Oz,7636.0,4,36551.0
2024-11-18 22:45:23.037880,Vitaminas 16 Oz,6840.0,3,23105.0
2024-11-18 22:45:23.037880,Guarana 12 Oz,10526.0,3,33542.0
2024-11-18 22:45:23.037880,Paez 22 Oz,9736.0,1,15806.0
2024-11-18 22:45:23.037880,Inmune 22 Oz,6104.0,4,30251.0
2024-11-18 22:45:23.037880,Vitaminas 22 Oz,4028.0,7,32215.0
2024-11-18 22:45:23.037880,Copo De Mango 12 Oz,11110.0,1,18815.0
2024-11-18 22:45:23.037880,Nispero 12 Oz,4059.0,5,20603.0
2024-11-18 22:45:23.037880,Inmune 16 Oz,11392.0,1,18025.0
2024-11-18 22:45:23.037880,Tradicional Leche Mango 22 Oz,14363.0,1,23272.0
2024-11-18 22:45:23.037880,Galletas De Avena,11792.0,3,37496.0
2024-11-18 22:45:23.037880,Paleta Mascota Tocineta,6005.0,1,9533.0
2024-11-18 22:45:23.037880,Pastel De Pollo,12555.0,1,19450.0
2024-11-18 22:45:23.037880,Colageno 22 Oz,13109.0,3,42932.0
2024-11-18 22:45:23.037880,Parfait Yagua 12 Oz,13470.0,1,21835.0
2024-11-18 22:45:23.037880,Guarana 16 Oz,11901.0,1,18463.0
2024-11-18 22:45:23.037880,Tradicional Leche Mora 16 Oz,11322.0,3,35924.0
2024-11-18 22:45:23.037880,Nukak 12 Oz,12692.0,1,21368.0
2024-11-18 22:45:23.037880,Empanada Ranchera,11838.0,1,18709.0
2024-11-19 22:45:23.037880,Kubeo Yogurt 16 Oz,8276.0,1,12959.0
2024-11-19 22:45:23.037880,Chicharrones BBQ,13555.0,1,21944.0
2024-11-19 22:45:23.037880,Avena 16 Oz,12721.0,1,21570.0
2024-11-19 22:45:23.037880,Copo De Mango 12 Oz,11110.0,1,17563.0
2024-11-19 22:45:23.037880,Tradicional Agua Maracuya 22 Oz,7859.0,4,38836.0
2024-11-19 22:45:23.037880,Torta Zanahoria,6843.0,1,11365.0
2024-11-19 22:45:23.037880,Tropical 12 Oz,9331.0,1,14743.0
2024-11-19 22:45:23.037880,Tradicional Leche Fresa 12 Oz,9265.0,3,30683.0
2024-11-19 22:45:23.037880,Tradicional Agua Mango 16 Oz,13173.0,1,21079.0
2024-11-19 22:45:23.037880,Parfait Dorado 16 Oz,11996.0,1,19686.0
2024-11-19 22:45:23.037880,Colageno 12 Oz,9075.0,3,29788.0
2024-11-19 22:45:23.037880,WAFFER TOSH,4528.0,9,44178.0
2024-11-19 22:45:23.037880,Parfait Cacique 12 Oz,5027.0,1,7829.0
2024-11-19 22:45:23.037880,Corozo 22 Oz,8051.0,3,26928.0
2024-11-19 22:45:23.037880,Tradicional Leche Mango 16 Oz,14636.0,1,23315.0
2024-11-19 22:45:23.037880,Cocadas,13748.0,1,21616.0
2024-11-19 22:45:23.037880,Acerola 22 Oz,5558.0,1,8614.0
2024-11-19 22:45:23.037880,Kubeo Yogurt 12 Oz,7647.0,1,12500.0
2024-11-19 22:45:23.037880,Colageno 16 Oz,11344.0,9,112170.0
2024-11-19 22:45:23.037880,Parfait Nativo 22 Oz,5454.0,7,42158.0
2024-11-19 22:45:23.037880,Tribu 12 Oz,10892.0,1,17671.0
2024-11-19 22:45:23.037880,Energia 22 Oz,6748.0,1,10651.0
2024-11-19 22:45:23.037880,Corozo 16 Oz,8311.0,3,27310.0
2024-11-19 22:45:23.037880,Frutos Rojos Helado 22 Oz,13173.0,1,20686.0
2024-11-19 22:45:23.037880,Acerola 16 Oz,12274.0,1,20254.0
2024-11-19 22:45:23.037880,Cafe Frio 12 Oz,14252.0,1,22848.0
2024-11-19 22:45:23.037880,Terere 12 Oz,5882.0,3,19858.0
2024-11-19 22:45:23.037880,GALLETA TOSH,4267.0,3,13352.0
2024-11-19 22:45:23.037880,Nukak 16 Oz,9873.0,3,31516.0
2024-11-19 22:45:23.037880,Araza 12 Oz,6385.0,1,9966.0
2024-11-19 22:45:23.037880,Malteada Fresa+ Limón 16 Oz,4585.0,1,7730.0
2024-11-19 22:45:23.037880,Parfait Cacique 16 Oz,5695.0,1,9562.0
2024-11-20 22:45:23.037880,Cafe Frio 22 Oz,6627.0,6,41968.0
2024-11-20 22:45:23.037880,Energia 22 Oz,6748.0,1,11102.0
2024-11-20 22:45:23.037880,Tradicional Agua Maracuya 16 Oz,7887.0,3,26335.0
2024-11-20 22:45:23.037880,Tradicional Leche Mora 22 Oz,4685.0,6,30529.0
2024-11-20 22:45:23.037880,Frutos Rojos Helado 22 Oz,13173.0,1,21408.0
2024-11-20 22:45:23.037880,Paez 12 Oz,8258.0,1,13054.0
2024-11-20 22:45:23.037880,Katio En Helado 22 Oz,5790.0,4,27059.0
2024-11-20 22:45:23.037880,Tropical 22 Oz,11684.0,3,39304.0
2024-11-20 22:45:23.037880,Arandanos Deshidratados Tosh,14016.0,1,23580.0
2024-11-20 22:45:23.037880,Ensalada De Fruta,8977.0,1,14732.0
2024-11-20 22:45:23.037880,Capuchino 9 Oz,3878.0,12,49507.0
2024-11-20 22:45:23.037880,Kamsa 22 Oz,5747.0,1,9180.0
2024-11-20 22:45:23.037880,Parfait Bora 22 Oz,4484.0,9,44539.0
2024-11-20 22:45:23.037880,Avena 12 Oz,4663.0,5,23528.0
2024-11-20 22:45:23.037880,Kubeo Helado 12 Oz,3064.0,3,10297.0
2024-11-20 22:45:23.037880,Acerola 22 Oz,5558.0,8,46237.0
2024-11-20 22:45:23.037880,Guarana 16 Oz,11901.0,1,19548.0
2024-11-20 22:45:23.037880,Parfait Bora 16 Oz,10035.0,1,15619.0
2024-11-20 22:45:23.037880,Palitos De Queso,11226.0,1,17606.0
2024-11-20 22:45:23.037880,Tradicional Agua Mora 12 Oz,14964.0,1,25171.0
2024-11-20 22:45:23.037880,Tropical 16 Oz,11571.0,1,18943.0
2024-11-20 22:45:23.037880,Lulada 16 Oz,11154.0,1,17231.0
2024-11-20 22:45:23.037880,Parfait Cacique 12 Oz,5027.0,9,47026.0
2024-11-20 22:45:23.037880,Galletas De Avena,11792.0,1,19408.0
2024-11-20 22:45:23.037880,Malteada Pistacho 16 Oz,11764.0,4,54498.0
2024-11-20 22:45:23.037880,Copo Chia Banano + Fresa 12 Oz,9776.0,1,15331.0
2024-11-20 22:45:23.037880,Kubeo Yogurt 12 Oz,7647.0,3,24900.0
2024-11-20 22:45:23.037880,Paleta Mascota Cabano,3189.0,1,5263.0
2024-11-21 22:45:23.037880,Frutos Rojos Yogurt 16 Oz,14534.0,1,23894.0
2024-11-21 22:45:23.037880,Lulada 12 Oz,13965.0,1,22038.0
2024-11-21 22:45:23.037880,Capuchino 9 Oz,3878.0,8,32058.0
2024-11-21 22:45:23.037880,Tradicional Agua Mora 22 Oz,8734.0,1,13801.0
2024-11-21 22:45:23.037880,Avena 22 Oz,13230.0,1,21084.0
2024-11-21 22:45:23.037880,Inmune 16 Oz,11392.0,1,18895.0
2024-11-21 22:45:23.037880,Kamsa 12 Oz,10849.0,1,17832.0
2024-11-21 22:45:23.037880,Tradicional Leche Maracuya 16 Oz,13921.0,1,23311.0
2024-11-21 22:45:23.037880,Parfait Yagua 16 Oz,9184.0,1,15107.0
2024-11-21 22:45:23.037880,Corozo 22 Oz,8051.0,1,13132.0
2024-11-21 22:45:23.037880,Vitaminas 12 Oz,13882.0,1,21626.0
2024-11-21 22:45:23.037880,Aromatica Frutos Rojos 9 Oz,12062.0,1,19301.0
2024-11-21 22:45:23.037880,Agua Nativos,3775.0,6,23923.0
2024-11-21 22:45:23.037880,Capuchino 6 Oz,4500.0,1,7115.0
2024-11-21 22:45:23.037880,Achiras,7658.0,5,38909.0
2024-11-21 22:45:23.037880,Embera 16 Oz,6157.0,3,19753.0
2024-11-21 22:45:23.037880,Katio En Helado 22 Oz,5790.0,6,38934.0
2024-11-21 22:45:23.037880,Terere 16 Oz,4184.0,4,20596.0
2024-11-21 22:45:23.037880,Frutos Rojos En Helado 12 Oz,3161.0,1,5267.0
2024-11-21 22:45:23.037880,Parfait Nativo 16 Oz,10215.0,1,16558.0
2024-11-21 22:45:23.037880,Caju 22 Oz,8134.0,4,39836.0
2024-11-21 22:45:23.037880,Tradicional Leche Mora 22 Oz,4685.0,4,22760.0
2024-11-21 22:45:23.037880,Corazones,10734.0,3,33781.0
2024-11-21 22:45:23.037880,Aromatica Hierva Buena12 Oz,9938.0,3,32893.0
2024-11-21 22:45:23.037880,Parfait Bora 12 Oz,10721.0,1,17011.0
2024-11-21 22:45:23.037880,Galletas Con Chips De Chocolate,13627.0,1,21084.0
2024-11-21 22:45:23.037880,Kubeo Yogurt 16 Oz,8276.0,3,27196.0
2024-11-21 22:45:23.037880,Pastel De Pollo,12555.0,1,19721.0
2024-11-21 22:45:23.037880,Araza 16 Oz,9396.0,3,31732.0
2024-11-21 22:45:23.037880,Tradicional Agua Maracuya 12 Oz,12268.0,3,41482.0
2024-11-21 22:45:23.037880,Tamarindo 16 Oz,13583.0,1,22882.0
2024-11-21 22:45:23.037880,Copo De Copoazu 12 Oz,14494.0,1,23198.0
2024-11-21 22:45:23.037880,Paez 16 Oz,8618.0,3,26644.0
2024-11-21 22:45:23.037880,Torta Naranja,10989.0,1,18535.0
2024-11-22 22:45:23.037880,Galletas Con Chips De Chocolate,13627.0,1,25088.0
2024-11-22 22:45:23.037880,Tinto 9 Oz,12467.0,1,23988.0
2024-11-22 22:45:23.037880,Malteada Fresa+ Limón 16 Oz,4585.0,1,8820.0
2024-11-22 22:45:23.037880,Torta Oreo,4873.0,7,37163.0
2024-11-22 22:45:23.037880,Parfait Awa 22 Oz,6561.0,1,11944.0
2024-11-22 22:45:23.037880,Avena 16 Oz,12721.0,1,23335.0
2024-11-22 22:45:23.037880,Soda Arazá 22 Oz,6073.0,5,34730.0
2024-11-22 22:45:23.037880,Araza 22 Oz,14096.0,1,25709.0
2024-11-22 22:45:23.037880,Pastel De Pollo,12555.0,1,22613.0
2024-11-22 22:45:23.037880,Fitness 16 Oz,4998.0,9,46504.0
2024-11-22 22:45:23.037880,Kubeo Yogurt 22 Oz,5062.0,5,29148.0
2024-11-22 22:45:23.037880,Acerola 12 Oz,11666.0,1,21960.0
2024-11-22 22:45:23.037880,Tradicional Agua Maracuya 16 Oz,7887.0,7,58772.0
2024-11-22 22:45:23.037880,Copo Chia Mango + Kiwi 12 Oz,4306.0,1,7708.0
2024-11-22 22:45:23.037880,Kubeo Helado 22 Oz,5568.0,7,41646.0
2024-11-22 22:45:23.037880,Empanada Ranchera,11838.0,3,45642.0
2024-11-22 22:45:23.037880,Parfait Yagua 16 Oz,9184.0,1,16499.0
2024-11-22 22:45:23.037880,Energia 16 Oz,7413.0,1,13751.0
2024-11-22 22:45:23.037880,Torta Naranja,10989.0,1,20993.0
2024-11-22 22:45:23.037880,Arandanos Deshidratados Tosh,14016.0,1,26479.0
2024-11-22 22:45:23.037880,Blanco Paez En Helado 22 Oz,7636.0,1,14375.0
2024-11-22 22:45:23.037880,Camu Camu 12 Oz,9075.0,3,34182.0
2024-11-22 22:45:23.037880,Paez 22 Oz,9736.0,1,17820.0
2024-11-22 22:45:23.037880,Kamsa 22 Oz,5747.0,5,31382.0
2024-11-22 22:45:23.037880,Etnia 12 Oz,8191.0,7,62248.0
2024-11-22 22:45:23.037880,Colageno 12 Oz,9075.0,3,34484.0
2024-11-22 22:45:23.037880,Verde 12 Oz,4016.0,9,38328.0
2024-11-22 22:45:23.037880,Copo De Copoazu 12 Oz,14494.0,1,27769.0
2024-11-22 22:45:23.037880,Copo De Frutos Rojos 12 Oz,10392.0,3,38531.0
2024-11-22 22:45:23.037880,Terere 22 Oz,7555.0,3,27989.0
2024-11-22 22:45:23.037880,Tradicional Leche Fresa 22 Oz,7426.0,3,28192.0
2024-11-23 22:45:23.037880,Paleta Mascota Cabano,3189.0,4,14716.0
2024-11-23 22:45:23.037880,Parfait Yagua 16 Oz,9184.0,2,21412.0
2024-11-23 22:45:23.037880,Guarana 22 Oz,8575.0,4,40729.0
2024-11-23 22:45:23.037880,Copoazu 22 Oz,12474.0,2,30169.0
2024-11-23 22:45:23.037880,Etnia 12 Oz,8191.0,2,17717.0
2024-11-23 22:45:23.037880,Embera 22 Oz,8915.0,4,38876.0
2024-11-23 22:45:23.037880,Limonada De Coco 22 Oz,9910.0,4,40630.0
2024-11-23 22:45:23.037880,Blanco Paez En Yogurt 16 Oz,4678.0,6,31915.0
2024-11-23 22:45:23.037880,Inmune 22 Oz,6104.0,6,37048.0
2024-11-23 22:45:23.037880,Terere 16 Oz,4184.0,4,18594.0
2024-11-23 22:45:23.037880,Tradicional Leche Fresa 16 Oz,3466.0,9,31302.0
2024-11-23 22:45:23.037880,Katio En Helado 22 Oz,5790.0,4,24772.0
2024-11-23 22:45:23.037880,Kubeo Yogurt 16 Oz,8276.0,4,37739.0
2024-11-23 22:45:23.037880,Soda Acaí 22 Oz,14653.0,2,29609.0
2024-11-23 22:45:23.037880,Tradicional Agua Mora 16 Oz,14284.0,2,28907.0
2024-11-23 22:45:23.037880,Lulada 22 Oz,12762.0,2,30467.0
2024-11-23 22:45:23.037880,Colageno 22 Oz,13109.0,4,56977.0
2024-11-23 22:45:23.037880,Colageno 12 Oz,9075.0,2,18743.0
2024-11-23 22:45:23.037880,Paez 16 Oz,8618.0,4,38752.0
2024-11-23 22:45:23.037880,Frutos Rojos Helado 16 Oz,7297.0,4,34486.0
2024-11-23 22:45:23.037880,Caju 16 Oz,3206.0,14,47272.0
2024-11-23 22:45:23.037880,Chicharrones Jalapeños,13253.0,2,30414.0
2024-11-23 22:45:23.037880,Copo De Acaí 12 Oz,8056.0,2,16483.0
2024-11-23 22:45:23.037880,Tamarindo 22 Oz,9949.0,2,20200.0
2024-11-23 22:45:23.037880,Acerola 22 Oz,5558.0,2,12520.0
2024-11-23 22:45:23.037880,Kamsa 16 Oz,5047.0,6,34170.0
2024-11-23 22:45:23.037880,Araza 16 Oz,9396.0,4,43252.0
2024-11-23 22:45:23.037880,Corozo 12 Oz,5433.0,2,12728.0
2024-11-24 22:45:23.037880,Frutos Rojos Yogurt 22 Oz,10629.0,2,22888.0
2024-11-24 22:45:23.037880,Guarana 16 Oz,11901.0,2,23939.0
2024-11-24 22:45:23.037880,Energia 16 Oz,7413.0,1,14470.0
2024-11-24 22:45:23.037880,Blanco Paez En Yogurt 22 Oz,6242.0,2,13092.0
2024-11-24 22:45:23.037880,Tribu 22 Oz,10916.0,3,42260.0
2024-11-24 22:45:23.037880,Verde 16 Oz,10869.0,3,43206.0
2024-11-24 22:45:23.037880,Tradicional Leche Fresa 12 Oz,9265.0,1,17384.0
2024-11-24 22:45:23.037880,Araza 16 Oz,9396.0,1,17476.0
2024-11-24 22:45:23.037880,Achiras,7658.0,6,49378.0
2024-11-24 22:45:23.037880,Kubeo Yogurt 12 Oz,7647.0,2,16138.0
2024-11-24 22:45:23.037880,Aromatica Hierva Buena12 Oz,9938.0,4,41082.0
2024-11-24 22:45:23.037880,Tradicional Leche Mango 22 Oz,14363.0,1,28416.0
2024-11-24 22:45:23.037880,Energia 22 Oz,6748.0,1,12859.0
2024-11-24 22:45:23.037880,Torta Naranja,10989.0,1,20884.0
2024-11-24 22:45:23.037880,Kubeo Yogurt 16 Oz,8276.0,3,31934.0
2024-11-24 22:45:23.037880,Avena 16 Oz,12721.0,2,25718.0
2024-11-24 22:45:23.037880,Capuchino 9 Oz,3878.0,2,8038.0
2024-11-24 22:45:23.037880,Parfait Nativo 22 Oz,5454.0,10,56064.0
2024-11-24 22:45:23.037880,Tradicional Agua Mora 16 Oz,14284.0,1,27690.0
2024-11-24 22:45:23.037880,Araza 22 Oz,14096.0,2,30262.0
2024-11-24 22:45:23.037880,Lulada 16 Oz,11154.0,2,23198.0
2024-11-24 22:45:23.037880,Katio En Yogurt 16 Oz,11755.0,2,23783.0
2024-11-24 22:45:23.037880,Kamsa 22 Oz,5747.0,2,11730.0
2024-11-24 22:45:23.037880,Cafe Frio 22 Oz,6627.0,1,13133.0
2024-11-24 22:45:23.037880,Tradicional Leche Fresa 16 Oz,3466.0,3,13369.0
2024-11-24 22:45:23.037880,Limonada De Coco 12 Oz,9075.0,1,17804.0
2024-11-24 22:45:23.037880,Galletas De Avena,11792.0,2,24599.0
2024-11-24 22:45:23.037880,Colageno 16 Oz,11344.0,3,42121.0
2024-11-24 22:45:23.037880,Verde 12 Oz,4016.0,5,22746.0
2024-11-24 22:45:23.037880,Acerola 12 Oz,11666.0,1,21773.0
2024-11-25 22:45:23.037880,Tradicional Leche Fresa 22 Oz,7426.0,4,34525.0
